name,city,state,address,phone,website,rating,reviews_count,category,subtypes,latitude,longitude,postal_code,source,confirmed,confidence,place_id,photo,reviews_link,booking_link,maps_link,verified
Apex Metabolic,Columbus,OH,"1151 Bethel Rd # 201, Columbus, OH 43220",6143630847,https://www.apexmetabolic.com/,,,Medical clinic,Medical clinic,40.0630041,-83.0495854,43220,outscraper,True,high,ChIJ-aBWunOangwRJvuE5fm-5_w,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkPQJtsBmsMoEZIaAMCaA3yQzVNPntqnPHkwsO-xSywC7EQ4B4OnmHy_4wzvGdpmLPyhzZ0Ouc8kBu0igpByEuSrtmjNj-G2WUcq7Kyb63C1U4TdpRk9ohZ5NiSPyi0-GhxQQ=w800-h500-k-no,,,"https://www.google.com/maps/place/Apex+Metabolic/@40.0630041,-83.0495854,14z/data=!4m8!1m2!2m1!1sApex+Metabolic!3m4!1s0xc9e9a73ba56a0f9:0xfce7bef9e584fb26!8m2!3d40.0630041!4d-83.0495854",True
Miles Metabolic Medicine,Greenwood,IN,"284 N Madison Ave, Greenwood, IN 46142",3173006012,https://www.m3medicine.com/,5.0,2,Medical Center,Medical Center,39.6185279,-86.11169749999999,46142,outscraper,True,high,ChIJHeQdaypda4gRcBVfCtKWvCM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vS5fF5bP4n3gNyLW736XmQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=264.5531&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJHeQdaypda4gRcBVfCtKWvCM&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Miles+Metabolic+Medicine/@39.6185279,-86.11169749999999,14z/data=!4m8!1m2!2m1!1sMiles+Metabolic+Medicine!3m4!1s0x886b5d2a6b1de41d:0x23bc96d20a5f1570!8m2!3d39.6185279!4d-86.11169749999999",True
MHP Cardiometabolic & Liver Health Center,Shelbyville,IN,"2451 Intelliplex Dr Suite 215, Shelbyville, IN 46176",3174211917,https://www.mymhp.org/locations/mhp-cardiometabolic-liver-health-center/,5.0,62,Medical clinic,Medical clinic,39.5600099,-85.786245,46176,outscraper,True,high,ChIJtxWhtW8Xa4gRqZAp_wVkJN0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3Co9JfILOv4fwwlvkR77zUNduq8sZ15FQdPaS-5JyDkfiFcmNknEEtz12CHSwYYt6-i7Tq4CEgIp0vnfQZycmGPqg61ngruQ83xT5aA3XKTQN8-O9jRkLUm3ksAhkGanI3hEb=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJtxWhtW8Xa4gRqZAp_wVkJN0&q=*&authuser=0&hl=en&gl=US,https://www.mymhp.org/locations/mhp-disease-management-clinic/contact-us/,"https://www.google.com/maps/place/MHP+Cardiometabolic+%26+Liver+Health+Center/@39.5600099,-85.786245,14z/data=!4m8!1m2!2m1!1sMHP+Cardiometabolic+%26+Liver+Health+Center!3m4!1s0x886b176fb5a115b7:0xdd246405ff2990a9!8m2!3d39.5600099!4d-85.786245",True
Body Fat Test- SoCal,Camarillo,CA,"E Ponderosa Dr, Camarillo, CA 93010",8052055356,http://www.bodyfattestca.com/,5.0,141.0,Health consultant,Health consultant,34.2233772,-119.0506917,93010,outscraper,True,high,ChIJ73cvAP5J6IAROG3W_QAn4R0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEqOWRwQNol_sBhy_gRNM1D4AJykIJVRR_YnskOsqOHI1O3UGwoy9U5_ZqiYLXdMVQ3Hq390vIQpfF0pMA59whhQ9-KbZNIbTF8JuK00D_p7_kcL78wenPfG_gXb6uYlNHSjJD=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ73cvAP5J6IAROG3W_QAn4R0&q=*&authuser=0&hl=en&gl=US,https://www.bodyfattestca.com/calendar/,"https://www.google.com/maps/place/Body+Fat+Test-+SoCal/@34.2233772,-119.0506917,14z/data=!4m8!1m2!2m1!1sBody+Fat+Test-+SoCal!3m4!1s0x80e849fe002f77ef:0x1de12700fdd66d38!8m2!3d34.2233772!4d-119.0506917",True
P4L Run Lab,San Francisco,CA,"650 Mission St, San Francisco, CA 94105",4152269873,https://www.performforlifesf.com/p4lrunlab,5.0,1.0,Physical fitness program,"Physical fitness program, Personal trainer",37.7872649,-122.40116839999999,94105,outscraper,True,high,ChIJX53CjDaBhYARieaoU6x2opk,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y1dmjvLHAXb_osyLOAFV1g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=306.04965&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJX53CjDaBhYARieaoU6x2opk&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/P4L+Run+Lab/@37.7872649,-122.40116839999999,14z/data=!4m8!1m2!2m1!1sP4L+Run+Lab!3m4!1s0x808581368cc29d5f:0x99a276ac53a8e689!8m2!3d37.7872649!4d-122.40116839999999",False
Body Fat USA,Denver,CO,"1776 S Jackson St Suite 1111 11th Floor, Denver, CO 80210",3037589552,https://www.bodyfatusa.com/,4.9,171,Weight loss service,"Weight loss service, Gym, Physical fitness program",39.6848655,-104.94266549999999,80210,outscraper,True,high,ChIJH5Cl6XR-bIcRbIu5sC9HyIs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_QowaXklOBkg3l554tMEwGua-zQpKg1bDXoNjek188E8gWJKuPuXn2GMfx490YE7drWQp8rnLLT6o1F455-Slv9Zu67eFJXq8ajjQU7Ic_lEDwGFpivAmrV2mjBuOMCJxRjNN=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJH5Cl6XR-bIcRbIu5sC9HyIs&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Body+Fat+USA/@39.6848655,-104.94266549999999,14z/data=!4m8!1m2!2m1!1sBody+Fat+USA!3m4!1s0x876c7e74e9a5901f:0x8bc8472fb0b98b6c!8m2!3d39.6848655!4d-104.94266549999999",True
Body Fat Test Colorado,Broomfield,CO,"550 Zang St #306, Broomfield, CO 80021",3036190491,https://www.bodyfattestcolorado.com/,5.0,28,Wellness center,"Wellness center, Health spa",39.928066699999995,-105.13201719999999,80021,outscraper,True,high,ChIJR8DxcEaLa4cRl9S4P4KiItE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0pNhD--hdyrYbL_BazJRZiCcsRvvo_sQ9ovuXvKRHjv1b1b9-whrbWVbnthf5gRasPp0c-ug1iNTPqtP07xueucZNT63RFGKpAYnO1kedbMxHjB-BcXTrspBvYp7afTQ2mNdwvg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJR8DxcEaLa4cRl9S4P4KiItE&q=*&authuser=0&hl=en&gl=US,https://app.acuityscheduling.com/schedule.php?owner=15903880,"https://www.google.com/maps/place/Body+Fat+Test+Colorado/@39.928066699999995,-105.13201719999999,14z/data=!4m8!1m2!2m1!1sBody+Fat+Test+Colorado!3m4!1s0x876b8b4670f1c047:0xd122a2823fb8d497!8m2!3d39.928066699999995!4d-105.13201719999999",True
Metabolic Center of Oklahoma,Edmond,OK,"200 N Bryant Ave STE 120, Edmond, OK 73034",4058326881,https://www.metaboliccenterok.com/,4.9,373,Medical office,Medical office,35.6570716,-97.45986459999999,73034,outscraper,True,high,ChIJBQ379YcfsocRJ1EAKFTVTnQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCk_BXaDBanR5PgbcQqd1f9-7LPNQYJ9ZYWTAHAd2PtLtSqUzCJJ9Z85rBpwcjxok_rMVOWfyEvc6JSYgA5F2k0Gyvs_cAEUdCa8g-clH5BjyImwsPeInEO86dDeEb-C-ZcpnEW_HnO8Dz=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBQ379YcfsocRJ1EAKFTVTnQ&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Metabolic+Center+of+Oklahoma/@35.6570716,-97.45986459999999,14z/data=!4m8!1m2!2m1!1sMetabolic+Center+of+Oklahoma!3m4!1s0x87b21f87f5fb0d05:0x744ed55428005127!8m2!3d35.6570716!4d-97.45986459999999",True
Bodymass Composition Testing - Arlington,Arlington,VA,"2000 15th St N, Arlington, VA 22201",7032619763,http://www.bodymasscompositiontesting.com/,4.9,59,Gym,Gym,38.890679999999996,-77.08225829999999,22201,outscraper,True,high,ChIJa_8Imry3t4kRHhC7H4YyR9E,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3ergb7h3gkDmSpGv-ZzsRw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=172.0611&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJa_8Imry3t4kRHhC7H4YyR9E&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Bodymass+Composition+Testing+-+Arlington/@38.890679999999996,-77.08225829999999,14z/data=!4m8!1m2!2m1!1sBodymass+Composition+Testing+-+Arlington!3m4!1s0x89b7b7bc9a08ff6b:0xd14732861fbb101e!8m2!3d38.890679999999996!4d-77.08225829999999",True
Primal Metabolism and Wellness,Las Vegas,NV,"3900 S Hualapai Wy Suite 135, Las Vegas, NV 89147",7028905990,http://www.primalmetabolismlv.com/,4.8,22,Weight loss service,"Weight loss service, Wellness program",36.1196875,-115.3143016,89147,outscraper,True,high,ChIJxzmkuIzByIARfKTFEVcfgtM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i_od2f1Nbjq1KEf7niSI-w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=278.4312&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJxzmkuIzByIARfKTFEVcfgtM&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Primal+Metabolism+and+Wellness/@36.1196875,-115.3143016,14z/data=!4m8!1m2!2m1!1sPrimal+Metabolism+and+Wellness!3m4!1s0x80c8c18cb8a439c7:0xd3821f5711c5a47c!8m2!3d36.1196875!4d-115.3143016",True
Live Lean Rx Louisville,Louisville,KY,"1230 Liberty Bank Ln Suite 200, Louisville, KY 40222",5023330075,https://liveleanrx.com/,5.0,1,Wellness program,Wellness program,38.228243,-85.5790983,40222,outscraper,True,high,ChIJ7btpXHmhaYgR8aAO5wHBGVQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfc2LR3yrSA_UDCi_lUJ_K-Ce89_Ya63RcIMSwhJvEXwbQGErfZtJeNdMvhhRt2LkzdpWqgCpJCxXYq5JVdnVNOr0uNSy6I4P6s3fjB0um--JEsXASc60epf0EZFdHWSYIqGQKhHQGYkPl=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ7btpXHmhaYgR8aAO5wHBGVQ&q=*&authuser=0&hl=en&gl=US,https://www.mindbodyonline.com/explore/locations/live-lean-rx-louisville?rwg_token=AFd1xnEWmSXADIkdl1voYolZCOEGQu5PlwCu_xuvjdcVIL9X0UnIeT1m0Zgwor6OmjMH1uSWQ9Ti-R2AfN7zfANmw1Mgs0bp71UOvRRW-1A2SHTiHq6FF2Q=,"https://www.google.com/maps/place/Live+Lean+Rx+Louisville/@38.228243,-85.5790983,14z/data=!4m8!1m2!2m1!1sLive+Lean+Rx+Louisville!3m4!1s0x8869a1795c69bbed:0x5419c101e70ea0f1!8m2!3d38.228243!4d-85.5790983",True
Sano Longevity,Louisville,KY,"306 Middletown Park Pl # D, Louisville, KY 40243",5022086476,https://www.sanolongevity.com/,5.0,43,Medical clinic,Medical clinic,38.2487497,-85.5267439,40243,outscraper,True,high,ChIJf1_qF5rueA0RVrlw4hx9b4c,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOqsCJEkSnQpE8i5Md0hgDZS6NItAiBF4qeoeE4PD7Q5fipbroAUIvCEJV-99WvGBdjnxJ0NUsYYwejTOvRoG7oD2M7-WydAyE8t_bWv92vlQ5ihKT5SlKJdHhC91NDE06jqjtT-tDU8Zv=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJf1_qF5rueA0RVrlw4hx9b4c&q=*&authuser=0&hl=en&gl=US,https://sanolongevity.janeapp.com/,"https://www.google.com/maps/place/Sano+Longevity/@38.2487497,-85.5267439,14z/data=!4m8!1m2!2m1!1sSano+Longevity!3m4!1s0xd78ee9a17ea5f7f:0x876f7d1ce270b956!8m2!3d38.2487497!4d-85.5267439",True
Fitness Insights - FIT IN LOU,Louisville,KY,"506 Executive Park, Louisville, KY 40207",5028226603,https://www.fitinlou.com/fitness-insights,5.0,2,Fitness center,Fitness center,38.2418769,-85.6235476,40207,outscraper,True,high,ChIJIzlCg2B1aYgR9vd8hCdTMCw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGt54L3nRDzw7i11MNsEnLQFs2DZc6RI8u_TGllEYnz4OacWGl8SHIksne0i8qF25sg9d_5eumhIGmcyDMyNeHKlrxfyU3dXLY2BemOMZCl1tW7s_so5HNXjsOzjG8wL53Fz1IP=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJIzlCg2B1aYgR9vd8hCdTMCw&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Fitness+Insights+-+FIT+IN+LOU/@38.2418769,-85.6235476,14z/data=!4m8!1m2!2m1!1sFitness+Insights+-+FIT+IN+LOU!3m4!1s0x8869756083423923:0x2c305327847cf7f6!8m2!3d38.2418769!4d-85.6235476",True
NSMI Sports Lab,Lansdowne,VA,"19455 Deerfield Ave Suite 309, Lansdowne, VA 20176",7037295010,http://www.sportslab.nationalsportsmed.com/,4.9,15,Physical fitness program,"Physical fitness program, Gym",39.0775181,-77.4770985,20176,outscraper,True,high,ChIJbVwY5Ls9tokR-77-2BdQwVA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFiPsIjWuez9Gsal5OFfH5zBwOhMrptEsPuuE9dGtqDkPyHTByhcZqM0M08bG085qUEA9d2X8uzsIdMmxcApIB-5acCUCsFnd4gTt1G_MgIaoZcf7ooWIfD8wi8bxXBLKEBzydChkd5C0=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJbVwY5Ls9tokR-77-2BdQwVA&q=*&authuser=0&hl=en&gl=US,https://www.vagaro.com/googlemap/U2FsdGVkX1~zN4EtP0QKaz7kGtNHaO0nTRYaNgM2GAs=/services?rwg_token=AFd1xnHg_7bUHv5it6tXL9b3AnOiOCZ3bLFgKIOVOJZLN1W1T0IJ3i8pNks-jFCGLz53hrpZk3g_k-VeHftyazZAjAq0q87yaMKQ_Zv18JBuCV9i-Mwj6q4=,"https://www.google.com/maps/place/NSMI+Sports+Lab/@39.0775181,-77.4770985,14z/data=!4m8!1m2!2m1!1sNSMI+Sports+Lab!3m4!1s0x89b63dbbe4185c6d:0x50c15017d8febefb!8m2!3d39.0775181!4d-77.4770985",True
The Wellness Lab,Albuquerque,NM,"Right next door to The Daily Grind, 4360 Cutler Ave NE Ste B1, Albuquerque, NM 87110",5054566900,http://www.thewellnesslabnm.com/,5.0,6,Wellness center,"Wellness center, Fitness center, Health consultant, Personal trainer",35.1043975,-106.5966773,87110,outscraper,True,high,ChIJY6AJo8ULIocRdDOTA5yFhPU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAY3OpgXI9XSrDbfgNIsn2Jx-Zr5vC5iNcIXAwNJguu2wgRoIoJZ2oBUhXamN6per_hIQCvMxFNLPX5zmsAVj066ubaONLMFA0MxqogzOuk7-tm_oAANIHqtqAK9odzelxqTguBWYQ_Snp=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJY6AJo8ULIocRdDOTA5yFhPU&q=*&authuser=0&hl=en&gl=US,https://www.wellnessliving.com/rs/appointment-start.html?id_class_tab=3&id_mode=1&k_business=418798&k_service=211062,"https://www.google.com/maps/place/The+Wellness+Lab/@35.1043975,-106.5966773,14z/data=!4m8!1m2!2m1!1sThe+Wellness+Lab!3m4!1s0x87220bc5a309a063:0xf584859c03933374!8m2!3d35.1043975!4d-106.5966773",True
Metabolic Testing and Weight Loss Center,Dacula,GA,"3695 Braselton Hwy Suite 700, Dacula, GA 30019",6788892559,https://www.mtandwlc.com/,5.0,14.0,Weight loss service,Weight loss service,34.0691887,-83.901747,30019,outscraper,True,high,ChIJYwq7Odnr9YgR9bQn4OQBNzc,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8sL-aNmj3LMUoZGtZ35GUg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=259.51797&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJYwq7Odnr9YgR9bQn4OQBNzc&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Metabolic+Testing+and+Weight+Loss+Center/@34.0691887,-83.901747,14z/data=!4m8!1m2!2m1!1sMetabolic+Testing+and+Weight+Loss+Center!3m4!1s0x88f5ebd939bb0a63:0x373701e4e027b4f5!8m2!3d34.0691887!4d-83.901747",True
Metabolic Research Center,Atlanta,GA,"1530 DeKalb Ave NE ste f, Atlanta, GA 30307",6789955673,http://emetabolic.com/,,,Medical group,Medical group,33.762876999999996,-84.337525,30307,outscraper,True,high,ChIJI2v7u7YG9YgRmmV1OdftanU,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fWYtKh1jrmHB7UlV_j5M4Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=15.193584&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Metabolic+Research+Center/@33.762876999999996,-84.337525,14z/data=!4m8!1m2!2m1!1sMetabolic+Research+Center!3m4!1s0x88f506b6bbfb6b23:0x756aedd73975659a!8m2!3d33.762876999999996!4d-84.337525",False
"MET-TEST, LLC.",Alpharetta,GA,"11680 Great Oaks Way STE 400, Alpharetta, GA 30022",6786363060,http://www.mymettest.com/,5.0,2.0,Heart hospital,"Heart hospital, Cardiologist, Diagnostic center, Women's health clinic, Occupational health service",34.0636481,-84.27059969999999,30022,outscraper,True,high,ChIJzbnIRFQJ9YgR1i4oY3_Q_oQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvsOG-nfVRdf0K_RIN_ws-JjjmgPxSWOSEzCInZahGZr8s2YBVoFaf4R3t123SnDFXGgtE4au3zw7Mu4CPbFlcsQ743OcOIm8SSKi4kY2azz81-ydbEdVk8bvA2TOAMEEDAN4=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJzbnIRFQJ9YgR1i4oY3_Q_oQ&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/MET-TEST%2C+LLC./@34.0636481,-84.27059969999999,14z/data=!4m8!1m2!2m1!1sMET-TEST%2C+LLC.!3m4!1s0x88f5095444c8b9cd:0x84fed07f63282ed6!8m2!3d34.0636481!4d-84.27059969999999",True
Metabolic Research Center,Omaha,NE,"10874 W Dodge Rd, Omaha, NE 68154",4024960900,http://www.emetabolic.com/locations/centers/west-omaha,4.7,32,Weight loss service,"Weight loss service, Medical spa",41.265187,-96.0843012,68154,outscraper,True,high,ChIJrfY6z4Lyk4cRsU55_S8I_ZI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGv00m1jFr3FkOJZV8ofPFdYbNtGsTtI53OmFeh2DmDAdh23WL3Kj58bCuyC5vlz1-QM2xxwUsUzYwbYZiKFgr6myYMUCK6iNWPrx2jwGKyE4K7ldmhyyL0SvBh3FpnToL9ILoTpPDK8m3I=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJrfY6z4Lyk4cRsU55_S8I_ZI&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Metabolic+Research+Center/@41.265187,-96.0843012,14z/data=!4m8!1m2!2m1!1sMetabolic+Research+Center!3m4!1s0x8793f282cf3af6ad:0x92fd082ffd794eb1!8m2!3d41.265187!4d-96.0843012",True
Metabolic Research Center | Colorado Springs,Colorado Springs,CO,"3510 Galley Rd #114, Colorado Springs, CO 80909",7196379767,http://www.emetabolic.com/locations/centers/colorado-springs,4.8,185.0,Weight loss service,Weight loss service,38.847420199999995,-104.7629776,80909,outscraper,True,high,ChIJVRsaRdtFE4cRic_jKaiC3vw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWO6ZcWDfOMfxMtmxRJMZPFLRlWS2JykjVRt3uCs1VdDLlgkIsbfvFa9GQKzylqp353Z51AFhQhCY_S-RI3iX-zEi79W697m2TWI2Uzc_kzkRxNktWdVuTMUrN29qgHUtDfRQoV48leBJ1=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJVRsaRdtFE4cRic_jKaiC3vw&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Metabolic+Research+Center+%7C+Colorado+Springs/@38.847420199999995,-104.7629776,14z/data=!4m8!1m2!2m1!1sMetabolic+Research+Center+%7C+Colorado+Springs!3m4!1s0x871345db451a1b55:0xfcde82a829e3cf89!8m2!3d38.847420199999995!4d-104.7629776",True
BioPeak Health,Raleigh,NC,"8364 Six Forks Rd STE 102, Raleigh, NC 27615",9843558822,https://biopeakhealth.com/,4.9,47,Wellness center,"Nutritionist, Alternative medicine practitioner, Chiropractor, Holistic medicine practitioner, Wellness center, Sports medicine clinic",35.8944708,-78.64864299999999,27615,outscraper,True,high,ChIJZTbeFy9ZrIkR4Jz5C-TqPxo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUA720c3I6l5jCP0uCnrIFNGr8lyBJJGv8huEKHqq2gCToSZwdVn92aPECDfwTLJ8F8wQsUw7Aus_GSp100qWRfTp2O1EX9Pz8FLmCn8IFzdOhO0ljxVhiBRO_U5nlYjAa6gavPL6f8sY=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJZTbeFy9ZrIkR4Jz5C-TqPxo&q=*&authuser=0&hl=en&gl=US,https://biopeakhealth.com/contact/,"https://www.google.com/maps/place/BioPeak+Health/@35.8944708,-78.64864299999999,14z/data=!4m8!1m2!2m1!1sBioPeak+Health!3m4!1s0x89ac592f17de3665:0x1a3feae40bf99ce0!8m2!3d35.8944708!4d-78.64864299999999",True
Metabolic Research Center,Durham,NC,"6011 Fayetteville Rd #105, Durham, NC 27713",9199088663,http://www.emetabolic.com/locations/centers/durham,4.9,12,Weight loss service,"Weight loss service, Research institute",35.9165363,-78.93126339999999,27713,outscraper,True,high,ChIJrf_q5brorIkRx7t3DdpvhMc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwAqffdpqWqlQIj1omlUGhb6YOq17Wy5dqqYtX1ceEHq98KjBuxjv4yMhxDtTQKMSTg57pek-RKwyp4P-i86ZpnQ4Hy4LdW-LyoRc6HNQTSaoXnL88eNKUc_m9kLHkcd7w3lFO=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJrf_q5brorIkRx7t3DdpvhMc&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Metabolic+Research+Center/@35.9165363,-78.93126339999999,14z/data=!4m8!1m2!2m1!1sMetabolic+Research+Center!3m4!1s0x89ace8bae5eaffad:0xc7846fda0d77bbc7!8m2!3d35.9165363!4d-78.93126339999999",True
Novis Health North Raleigh,Raleigh,NC,"8470 Falls of Neuse Rd, Raleigh, NC 27615",9198919600,https://www.novishealth.com/functional-medicine/north-raleigh-nc/,4.6,20,Wellness center,"Health consultant, Alternative medicine practitioner, Diabetes center, Wellness center, Holistic medicine practitioner, Immunologist, Sauna, Weight loss service, Wellness program",35.8949692,-78.61613,27615,outscraper,True,high,ChIJDfVOW0FXrIkR3wkCt-fVNVk,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vhmZYWOGaHW6GkWMn0JXFg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=177.72163&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJDfVOW0FXrIkR3wkCt-fVNVk&q=*&authuser=0&hl=en&gl=US,https://novis.health/north-raleigh-nc/,"https://www.google.com/maps/place/Novis+Health+North+Raleigh/@35.8949692,-78.61613,14z/data=!4m8!1m2!2m1!1sNovis+Health+North+Raleigh!3m4!1s0x89ac57415b4ef50d:0x5935d5e7b70209df!8m2!3d35.8949692!4d-78.61613",True
"Metabolic Metamorphosis, LLC",Long Beach,CA,"Park Ave, Long Beach, CA 90814",,,,,Medical Center,"Health consultant, Medical Center, Holistic medicine practitioner, Nutritionist, Pathologist, Pharmaceutical products wholesaler, Vitamin & supplements store, Wellness program",33.7707918,-118.1372052,90814,outscraper,True,high,ChIJh1NlyyIx3YARq_Ltts-xx_M,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkuvWNabfMW9-ys9-dlF4uitprnm8aQU3oijnMExqQIexgPSPqwTD80qV6OvRqxVwsUMWsGGFtNlY-ff7-xXYj2eKDPAg9kXZgLNI-BOWSAnrovR3yxDY5jPzjlsOIT74vG9c=w800-h500-k-no,,,"https://www.google.com/maps/place/Metabolic+Metamorphosis%2C+LLC/@33.7707918,-118.1372052,14z/data=!4m8!1m2!2m1!1sMetabolic+Metamorphosis%2C+LLC!3m4!1s0x80dd3122cb655387:0xf3c7b1cfb6edf2ab!8m2!3d33.7707918!4d-118.1372052",True
Parsley Health | Functional Medicine,New York,NY,"126 5th Ave 2nd floor, New York, NY 10011",3329004403,https://www.parsleyhealth.com/ny/,4.2,253.0,Medical Center,"Weight loss service, Alternative medicine practitioner, Doctor, General practitioner, Holistic medicine practitioner, Medical clinic, Medical office, Naturopathic practitioner, Vitamin & supplements store, Medical Center",40.7384833,-73.99211389999999,10011,outscraper,True,high,ChIJN6U33qBZwokRLWhHxMg3Xx8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBdOXKps-0fwWDXQutxoMHJlKMQgKJrX-BSzfDuj1j-DelvjWvo3JlRtltqUmh5v2zND6ogVVhXjbareDpEAMGvb5Vbg2pd4yVulfxUdNMSfqxpFAQdQEi_m5tSBLR-EDb8aQu=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJN6U33qBZwokRLWhHxMg3Xx8&q=*&authuser=0&hl=en&gl=US,https://www.parsleyhealth.com/membership/,"https://www.google.com/maps/place/Parsley+Health+%7C+Functional+Medicine/@40.7384833,-73.99211389999999,14z/data=!4m8!1m2!2m1!1sParsley+Health+%7C+Functional+Medicine!3m4!1s0x89c259a0de37a537:0x1f5f37c8c447682d!8m2!3d40.7384833!4d-73.99211389999999",True
Total Health Center,Virginia Beach,VA,"1801 Pleasure House Rd Suite 105, Virginia Beach, VA 23455",7573638571,https://totalhealthcentervb.com/,4.6,148,Holistic medicine practitioner,"Weight loss service, Alternative medicine practitioner, Chiropractor, Naturopathic practitioner, Nutritionist, Holistic medicine practitioner",36.8979393,-76.1384411,23455,outscraper,True,high,ChIJS8UbZ3uUuokRtXqSJi2CqOc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHE9i4HmJvROMxxfJUQq9P4YY_IW2w4Y9iuJn_p0942jOFPRnVZGQrr3KPyqHB1NHE0sJ-04r02jBRnVwEzIPSUK4y9A7CJurIzoGs51IwRRlXrGOuHR3F-P4Lu48Y9E7onZAHp=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJS8UbZ3uUuokRtXqSJi2CqOc&q=*&authuser=0&hl=en&gl=US,https://totalhealthcentervb.com/,"https://www.google.com/maps/place/Total+Health+Center/@36.8979393,-76.1384411,14z/data=!4m8!1m2!2m1!1sTotal+Health+Center!3m4!1s0x89ba947b671bc54b:0xe7a8822d26927ab5!8m2!3d36.8979393!4d-76.1384411",True
