name,city,state,address,phone,website,rating,reviews_count,category,subtypes,latitude,longitude,postal_code,source,confirmed,confidence,place_id,photo,reviews_link,booking_link,maps_link,verified
Palm Medical Group Inc,Fresno,CA,"2660 W Shaw Ln, Fresno, CA 93711",5592229200,http://www.palmmedical.com/,4.4,394.0,Medical clinic,Medical clinic,36.8088147,-119.84108499999999,93711,outscraper,,,ChIJkZ57BIxnlIARKoKw_-G3OaM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtCg84rrFq2KI5njWjAka3z1QS2fwsAYOjIPHP5llHgGN-cyTLOL6LJ2391nt553pXeEr0k6IqnJ2u6l_bUxxtI24dM8aRdo9b_G6v1iJeAE70LkCKW8_EfqlB3_YBsi9I90I=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJkZ57BIxnlIARKoKw_-G3OaM&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Palm+Medical+Group+Inc/@36.8088147,-119.84108499999999,14z/data=!4m8!1m2!2m1!1sPalm+Medical+Group+Inc!3m4!1s0x8094678c047b9e91:0xa339b7e1ffb0822a!8m2!3d36.8088147!4d-119.84108499999999",True
Stanford Center for Advanced Lung Disease,Fresno,CA,"7710 N Fresno St #102, Fresno, CA 93720",6507365400,https://stanfordhealthcare.org/medical-clinics/center-advanced-lung-disease.html,5.0,1.0,Hospital,"Medical clinic, Hospital",36.8504183,-119.78329749999999,93720,outscraper,,,ChIJU-9h3jVdlIARPSdiyDbsXQ8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEi6J-KjlGoSh46RrWtABg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=0.35478228&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJU-9h3jVdlIARPSdiyDbsXQ8&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Stanford+Center+for+Advanced+Lung+Disease/@36.8504183,-119.78329749999999,14z/data=!4m8!1m2!2m1!1sStanford+Center+for+Advanced+Lung+Disease!3m4!1s0x80945d35de61ef53:0xf5dec36c862273d!8m2!3d36.8504183!4d-119.78329749999999",False
The Heart Group,Clovis,CA,"Medical Center Dr E #125, Clovis, CA 93611",5594396808,http://theheartgroupfresno.com/,4.9,1086.0,Medical clinic,"Medical clinic, Cardiologist",36.8418299,-119.6600634,93611,outscraper,,,ChIJs4Ai5PtblIARBs7snmmkBPg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUokd7esO1hexe8YXR4svKSUYA3gpHBv7EtrOzvPwPraC5W-4L_UHnKMhjDMoruieRTzpSJqDjSfbklhi2KOQ4i94wXQl9jc45yO1QFbvRSRDk61QgmRhAB0YZJD8y_RJtzIewZUyxpks_=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJs4Ai5PtblIARBs7snmmkBPg&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/The+Heart+Group/@36.8418299,-119.6600634,14z/data=!4m8!1m2!2m1!1sThe+Heart+Group!3m4!1s0x80945bfbe42280b3:0xf804a4699eecce06!8m2!3d36.8418299!4d-119.6600634",True
Clinical Training Institute - Fresno,Fresno,CA,"377 W Fallbrook Ave Suite 102, Fresno, CA 93711",5593699088,https://ctivoc.com/,3.6,11.0,Vocational school,"Vocational school, Adult education school, Training center",36.8489265,-119.7990289,93711,outscraper,,,ChIJ-dYlBrdplIARCFdfII1UiPc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwVXdRsB68O6GbmtslT3f9o6ofvMij3e9zewnHDrvfhPLNKqbzNLqg68E80xjT8r7Y6Q2ABTUg_MWLNDSmQPw78thecocbn5UHRaEPGyySYTOb0IAAC-8VB5-INxw3utsvyGrW=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ-dYlBrdplIARCFdfII1UiPc&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Clinical+Training+Institute+-+Fresno/@36.8489265,-119.7990289,14z/data=!4m8!1m2!2m1!1sClinical+Training+Institute+-+Fresno!3m4!1s0x809469b70625d6f9:0xf788548d205f5708!8m2!3d36.8489265!4d-119.7990289",True
AFC Urgent Care Fresno,Fresno,CA,"3656 W Shaw Ave, Fresno, CA 93711",5593888430,https://www.afcurgentcare.com/fresno/,4.5,2218.0,Urgent care center,"Urgent care center, Drug testing service, Medical Center, Medical laboratory, Occupational health service, Physical examination center, STD testing service, Walk-in clinic",36.808675699999995,-119.859417,93711,outscraper,,,ChIJBXOxkxdnlIARNLPeZn6SPyc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-EoSQ6DBUr3-A9pxgI1Kn2WaNFWbYX0fkVBK0lb4mOheLpbXftismlLYk-HL2IKQzGiXK7i0ivSSthc02hgOTURrxAlJUGVVboWWNt0OaJdHzun8xswzfmf5tbz_ynu4TkK1vSw=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBXOxkxdnlIARNLPeZn6SPyc&q=*&authuser=0&hl=en&gl=US,https://www.afcurgentcare.com/fresno/,"https://www.google.com/maps/place/AFC+Urgent+Care+Fresno/@36.808675699999995,-119.859417,14z/data=!4m8!1m2!2m1!1sAFC+Urgent+Care+Fresno!3m4!1s0x8094671793b17305:0x273f927e66deb334!8m2!3d36.808675699999995!4d-119.859417",True
Trucker Exam Inc,Fresno,CA,"and 99 E-Z Trip Gas Station, 6639 N Parkway Dr Herndon, Fresno, CA 93722",5594312648,,4.5,45.0,Medical examiner,"Drug testing service, Medical examiner",36.831942,-119.91891609999999,93722,outscraper,,,ChIJM1F8JhtvlIARrv3wLY5wfgc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZYvreZMbdCoRDgNq4--ZYKxcsQnS-6Pjh8W5xj-bM2nlxXN_I7b1SgYG1hhLn--EvAfBNZVkyYptqWPVowsYcd9bndcmaWwMuRNH3GzYdbVWsCcxjCnM6IU7Cyheuj00Iq_qV1w=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJM1F8JhtvlIARrv3wLY5wfgc&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Trucker+Exam+Inc/@36.831942,-119.91891609999999,14z/data=!4m8!1m2!2m1!1sTrucker+Exam+Inc!3m4!1s0x80946f1b267c5133:0x77e708e2df0fdae!8m2!3d36.831942!4d-119.91891609999999",True
Fresno Heart & Surgical Hospital,Fresno,CA,"15 E Audubon Dr, Fresno, CA 93720",5594338000,http://www.fresnoheartandsurgical.org/,4.2,150.0,Hospital,Hospital,36.8599817,-119.7886965,93720,outscraper,,,ChIJr4kt951ClIARoUd7Wfts40Y,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2CWpuAYGJABUu_3fm0U7KNWz4wy0t_K8Kwg4o4psNrgAGLK3clUsNCNTHyxvIpgbDH7B4TI6jZKqcmnrMN1DMXBNNA-Hoicnx2pnkYT9r5Tjwjh9LZKhC6N8YwPpIBeJlp3Y=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJr4kt951ClIARoUd7Wfts40Y&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Fresno+Heart+%26+Surgical+Hospital/@36.8599817,-119.7886965,14z/data=!4m8!1m2!2m1!1sFresno+Heart+%26+Surgical+Hospital!3m4!1s0x8094429df72d89af:0x46e36cfb597b47a1!8m2!3d36.8599817!4d-119.7886965",True
Valley Weight Control Center,Fresno,CA,"6137 N Thesta St #101a, Fresno, CA 93710",5594479056,http://www.valleyweightcontrolcenter.com/,4.8,62.0,Weight loss service,"Weight loss service, Nutritionist",36.825596499999996,-119.783402,93710,outscraper,,,ChIJNYtx91ldlIARQiyKBFptGs0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=95wolJYZYaXM9lHo2_tnWg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=306.0119&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJNYtx91ldlIARQiyKBFptGs0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Valley+Weight+Control+Center/@36.825596499999996,-119.783402,14z/data=!4m8!1m2!2m1!1sValley+Weight+Control+Center!3m4!1s0x80945d59f7718b35:0xcd1a6d5a048a2c42!8m2!3d36.825596499999996!4d-119.783402",True
"Mouatou Mouanoutoua, MD",Fresno,CA,"2335 E Kashian Ln Suite 240, Fresno, CA 93701",5593200545,https://www.inspirehealth.org/md-profiles/mouatou-mouanoutoua/,5.0,1.0,Cardiologist,"Cardiologist, Doctor",36.7437167,-119.7831808,93701,outscraper,,,ChIJ_y1fAShclIAR9zXs_bqEfLo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbas8sLq_NvJCGNR0BluvO0o1X2XpigBD5NotMUldXC8OjMPiW_XGuTRMu5Z44xtcs5cRUplezGiXaXWD09_OuSSDBYoM3pS-a0cZ8Ld0-QcoKbWPnb24iaAnK85NAR84HfoP4prqLiaID=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ_y1fAShclIAR9zXs_bqEfLo&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Mouatou+Mouanoutoua%2C+MD/@36.7437167,-119.7831808,14z/data=!4m8!1m2!2m1!1sMouatou+Mouanoutoua%2C+MD!3m4!1s0x80945c28015f2dff:0xba7c84bafdec35f7!8m2!3d36.7437167!4d-119.7831808",True
Westchester Medical Center,Valhalla,NY,"100 Woods Rd, Valhalla, NY 10595",9144937000,https://providers.wmchealth.org/locations/westchester-medical-center,2.9,1147.0,Medical Center,Medical Center,41.0867088,-73.8062812,10595,outscraper,,,ChIJn3xa6ye_wokRxxV93DMwahw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZjzpe1dJwToVU_MMFhJo9s-IA9UaIF7f75M95RMyILVPR3f8IgVSB4R7uE5C3vvmkUy9MApyQO-U2CpRpYs3tu8eLhLIn2pBiQAb5pvVVjzeyGC66re1bn-gjeheVTQA5UlEi=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJn3xa6ye_wokRxxV93DMwahw&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Westchester+Medical+Center/@41.0867088,-73.8062812,14z/data=!4m8!1m2!2m1!1sWestchester+Medical+Center!3m4!1s0x89c2bf27eb5a7c9f:0x1c6a3033dc7d15c7!8m2!3d41.0867088!4d-73.8062812",True
Community Regional Medical Center - Pre-Admissions Testing,Fresno,CA,"2335 E Kashian Ln Ste 140, Fresno, CA 93701",5594592768,https://www.communitymedical.org/locations/community-regional-medical-center,,,Medical Center,Medical Center,36.7435307,-119.783541,93701,outscraper,,,ChIJpaTnz_5flIARiPjc5OA32Cs,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MYARwLwcOaRJZl7nYmja_Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=353.93002&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Community+Regional+Medical+Center+-+Pre-Admissions+Testing/@36.7435307,-119.783541,14z/data=!4m8!1m2!2m1!1sCommunity+Regional+Medical+Center+-+Pre-Admissions+Testing!3m4!1s0x80945ffecfe7a4a5:0x2bd837e0e4dcf888!8m2!3d36.7435307!4d-119.783541",True
UCSF Fresno,Fresno,CA,"155 N Fresno St, Fresno, CA 93701",5594996400,http://fresno.ucsf.edu/,4.1,32.0,Medical school,Medical school,36.7435693,-119.7822114,93701,outscraper,,,ChIJg5ffwRtelIARHh2NQkm-m4I,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHETm7TJPgru8gqsa74pBrG7LTKpMec8qwRL3Kx5QU3TrmwTSOvVW2jjbg03gYahtKxTNXu-Rl0vFvQp6s_l9s-uWPmpI2Y8IWQI6Xf0F4oDLIm2-45aJ3btbZfU55Jxmm76q6e=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJg5ffwRtelIARHh2NQkm-m4I&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/UCSF+Fresno/@36.7435693,-119.7822114,14z/data=!4m8!1m2!2m1!1sUCSF+Fresno!3m4!1s0x80945e1bc1df9783:0x829bbe49428d1d1e!8m2!3d36.7435693!4d-119.7822114",True
24/7 PetVets,Fresno,CA,"1639 N Fresno St, Fresno, CA 93703",5594860520,https://247petvets.com/,2.7,386.0,Emergency veterinarian service,"Emergency veterinarian service, Veterinarian",36.765698,-119.7818183,93703,outscraper,,,ChIJBSvUPvpdlIARWZ0wSG6lHTk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNTdooQBMleSksB39boIR4ed0dGJTBYer4zS1Yysr4CTHpuu-rs_yXbzX3YKsEhJTXkVHPICWO9UaYvFraFHqMAxY1SBLnhl82bqG1wKsakzNQuExeOW1FkDgE876EovMc3pyZ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBSvUPvpdlIARWZ0wSG6lHTk&q=*&authuser=0&hl=en&gl=US,https://247petvets.com/contact/,"https://www.google.com/maps/place/24%2F7+PetVets/@36.765698,-119.7818183,14z/data=!4m8!1m2!2m1!1s24%2F7+PetVets!3m4!1s0x80945dfa3ed42b05:0x391da56e48309d59!8m2!3d36.765698!4d-119.7818183",True
Select Medical,Fresno,CA,"7033 N Fresno St # 100, Fresno, CA 93720",5594450123,,4.5,2.0,Physical therapy clinic,Physical therapy clinic,36.8379629,-119.781911,93720,outscraper,,,ChIJBb16lKxClIARMxzwrZQ8iWY,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qYZkYTnUkv463cLxQnlB-g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=8.314704&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJBb16lKxClIARMxzwrZQ8iWY&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Select+Medical/@36.8379629,-119.781911,14z/data=!4m8!1m2!2m1!1sSelect+Medical!3m4!1s0x809442ac947abd05:0x66893c94adf01c33!8m2!3d36.8379629!4d-119.781911",False
"Gundeep Dhillon, MD, MPH",Fresno,CA,"7417 N Cedar Ave Suite 101, Fresno, CA 93720",6507233633,https://stanfordhealthcare.org/doctors/d/gundeep-dhillon.html?cid=provider%7Clocal%7CGoogle,,,Pulmonologist,"Pulmonologist, Doctor",36.844180099999996,-119.7571735,93720,outscraper,,,ChIJi-qO4XJDlIARy5fcSloBdoQ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2zONb4IV51iw0zcwd69Ucw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=266.72934&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Gundeep+Dhillon%2C+MD%2C+MPH/@36.844180099999996,-119.7571735,14z/data=!4m8!1m2!2m1!1sGundeep+Dhillon%2C+MD%2C+MPH!3m4!1s0x80944372e18eea8b:0x8476015a4adc97cb!8m2!3d36.844180099999996!4d-119.7571735",True
Precision Medical Group,Fresno,CA,"1805 E Fir Ave, Fresno, CA 93720",8553646281,https://precisionemg.com/,,,Physical therapist,Physical therapist,36.8388534,-119.7498878,93720,outscraper,,,ChIJ18uz_MJdlIARXaO-KBHKXTQ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jvxyn8-poDIK-XNSTIIeDA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=312.184&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Precision+Medical+Group/@36.8388534,-119.7498878,14z/data=!4m8!1m2!2m1!1sPrecision+Medical+Group!3m4!1s0x80945dc2fcb3cbd7:0x345dca1128bea35d!8m2!3d36.8388534!4d-119.7498878",False
CMP Urgent Care,Fresno,CA,"560 E Herndon Ave, Fresno, CA 93720",5594377304,http://cmpmedical.com/,4.0,61.0,Urgent care center,Urgent care center,36.8379064,-119.77791529999999,93720,outscraper,,,ChIJ-2ofRS5dlIARutNkwMMEZgg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExezblfQ-f_GOjh288usdEvXJOJUrgpHNpyiqpLrbdXNgSHoR9t3q-g7m2GNDrvbKXy3SBU_cZLkNGr84dMjJNNxQJSvORcLUM1Ucwx5XRV6dA3D6SwiFgKM-0wmcTR5TiR90NaIFUR7WW=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ-2ofRS5dlIARutNkwMMEZgg&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/CMP+Urgent+Care/@36.8379064,-119.77791529999999,14z/data=!4m8!1m2!2m1!1sCMP+Urgent+Care!3m4!1s0x80945d2e451f6afb:0x86604c3c064d3ba!8m2!3d36.8379064!4d-119.77791529999999",True
PhysMetrics,Fresno,CA,"1080 W Shaw Ave #105, Fresno, CA 93711",5594006220,http://physmetrics.com/,1.0,2.0,Health consultant,Health consultant,36.8090873,-119.81034989999999,93711,outscraper,,,ChIJJed51KFClIARU5vWXXvLYS0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GqanX_GevI6nJmm72f_BLw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=287.19434&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJJed51KFClIARU5vWXXvLYS0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/PhysMetrics/@36.8090873,-119.81034989999999,14z/data=!4m8!1m2!2m1!1sPhysMetrics!3m4!1s0x809442a1d479e725:0x2d61cb7b5dd69b53!8m2!3d36.8090873!4d-119.81034989999999",False
CVAM Baywood,Mesa,AZ,"6309 E Baywood Ave #101, Mesa, AZ 85206",4806415400,https://cvam.com/,4.5,563,Medical clinic,"Medical clinic, Cardiologist",33.4099329,-111.6942268,85206,outscraper,,,ChIJFWBp-5CvK4cRFKBiuHJCLLk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwTwBkSumf5_QBlIZwdHMlJdZO9G0lpazjjLDDfz6p593bUrAkbx9-D6q43EMiM4RimKlvYuzEnGuIYraqeQCi5o3zSK7004PuSi-SpKg6KlBypst1dwnt51ilIYW10SYODHMD_w=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJFWBp-5CvK4cRFKBiuHJCLLk&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/CVAM+Baywood/@33.4099329,-111.6942268,14z/data=!4m8!1m2!2m1!1sCVAM+Baywood!3m4!1s0x872baf90fb696015:0xb92c4272b862a014!8m2!3d33.4099329!4d-111.6942268",True
Banner Desert Medical Center Cardiac and Pulmonary Rehabilitation,Mesa,AZ,"1400 S Dobson Rd, Mesa, AZ 85202",4804123123,https://www.bannerhealth.com/services/rehab/cardiac-pulmonary-disease,4.0,6,Medical clinic,"Medical clinic, Cardiologist, Pulmonologist, Rehabilitation center",33.388926,-111.87853299999999,85202,outscraper,,,ChIJ_YWX_OYHK4cRVRAV2Dv20N0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGySTviKccJvfYEBh3GH_UrdcurZWDfRC1wCE_aow9Hx8vtZBbvt-C5rCrdsypz_rV5Nadi4MfNol_3U1bddvv6vwGn17pRcW_7pJE-7Bo_kXSRzFBulSOQTioPTaCZ0MQtit1r=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ_YWX_OYHK4cRVRAV2Dv20N0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Banner+Desert+Medical+Center+Cardiac+and+Pulmonary+Rehabilitation/@33.388926,-111.87853299999999,14z/data=!4m8!1m2!2m1!1sBanner+Desert+Medical+Center+Cardiac+and+Pulmonary+Rehabilitation!3m4!1s0x872b07e6fc9785fd:0xddd0f63bd8151055!8m2!3d33.388926!4d-111.87853299999999",False
Pulmonary Consultants,Mesa,AZ,"6750 E Baywood Ave Ste 401, Mesa, AZ 85206",4808357111,http://www.pcofmesa.com/,4.8,938,Medical clinic,"Medical clinic, Pulmonologist",33.410778199999996,-111.68632609999999,85206,outscraper,,,ChIJP-c0Z-qvK4cRHmTyGeBPDIg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZGOE4RGMSBNisjMTgqxwvw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=1.2520682&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJP-c0Z-qvK4cRHmTyGeBPDIg&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Pulmonary+Consultants/@33.410778199999996,-111.68632609999999,14z/data=!4m8!1m2!2m1!1sPulmonary+Consultants!3m4!1s0x872bafea6734e73f:0x880c4fe019f2641e!8m2!3d33.410778199999996!4d-111.68632609999999",False
Goldfield Cardiovascular Institute,Apache Junction,AZ,"99 S Gold Dr #5, Apache Junction, AZ 85120",4809620101,http://goldfieldmed.com/,3.9,68,Doctor,Doctor,33.413875499999996,-111.56038869999999,85120,outscraper,,,ChIJ8ZMh6yi3K4cRV-w0lxJUmTU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYDa2cia4M7YldDJqXwrxZd-uWYVEdkUyvfTy57NoC2LOhxdBIantj5sLCJk-GyMiONqpSqJHgq06lCcip5rn6IhlKkBkWpVWeOaTBLDLF3B-LeWDdrm0xogdeM9yNpHIzNWmkxw=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ8ZMh6yi3K4cRV-w0lxJUmTU&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Goldfield+Cardiovascular+Institute/@33.413875499999996,-111.56038869999999,14z/data=!4m8!1m2!2m1!1sGoldfield+Cardiovascular+Institute!3m4!1s0x872bb728eb2193f1:0x359954129734ec57!8m2!3d33.413875499999996!4d-111.56038869999999",True
East Valley Center for Pulmonary & Sleep Disorders,Chandler,AZ,"2121 E Pecos Rd Ste 3, Chandler, AZ 85225",4803982480,http://www.eastvalleypulmonary.com/,2.4,74,Medical Center,"Pulmonologist, Medical Center",33.2903623,-111.80538659999999,85225,outscraper,,,ChIJEbx_v8qoK4cRGpVgig4EGhg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SzPSVprLw4qPxKvLa3GGmA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=257.90027&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJEbx_v8qoK4cRGpVgig4EGhg&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/East+Valley+Center+for+Pulmonary+%26+Sleep+Disorders/@33.2903623,-111.80538659999999,14z/data=!4m8!1m2!2m1!1sEast+Valley+Center+for+Pulmonary+%26+Sleep+Disorders!3m4!1s0x872ba8cabf7fbc11:0x181a040e8a60951a!8m2!3d33.2903623!4d-111.80538659999999",True
UC Davis Sports Medicine Program,Sacramento,CA,"3301 C St suite 1600, Sacramento, CA 95816",9167346805,http://health.ucdavis.edu/sportsmedicine/,4.3,45,Sports medicine physician,"Physical fitness program, Sports medicine physician, Wellness program",38.5796533,-121.4567156,95816,outscraper,,,ChIJMeerLqPQmoARyJuHDW3MWZ4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTWrCIdUY2FGw0eZkImiOiWewf7n711KoxKgEFNL1chYbEokeiNEpbHf2oIwsZ5yjM9LhIRC2aNPO7lNHGV2w45LgsCFhYRCURLTluQk1H8h6D9PpU7S0IQWNXFaAOKEKY1cfI=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJMeerLqPQmoARyJuHDW3MWZ4&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/UC+Davis+Sports+Medicine+Program/@38.5796533,-121.4567156,14z/data=!4m8!1m2!2m1!1sUC+Davis+Sports+Medicine+Program!3m4!1s0x809ad0a32eabe731:0x9e59cc6d0d879bc8!8m2!3d38.5796533!4d-121.4567156",True
Wellstar Cardiac Diagnostics,Atlanta,GA,"1170 Cleveland Ave, Atlanta, GA 30344",4044661170,https://www.wellstar.org/locations/medical-practice/cardiac-diagnostics-1170-cleveland-ave,1.0,1,Medical clinic,Medical clinic,33.680321299999996,-84.4269497,30344,outscraper,,,ChIJWfJMHv4D9YgRRFrVATt7np4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnT2D6WxQ-O8XLCfHbeMxZVdf0SxrDW8gJVacKgrx-EujS9WFuv4sj2bal25NGnxAvCrk_vnal3jWWapN8C0YKu6UXqPY2tgBHrbAiraFs9FO-LDsKTIGFaGJ3lhCE5UhC7TpCcg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJWfJMHv4D9YgRRFrVATt7np4&q=*&authuser=0&hl=en&gl=US,https://www.wellstar.org/locations/medical-practice/cardiac-diagnostics-1170-cleveland-ave?deeplink=booking,"https://www.google.com/maps/place/Wellstar+Cardiac+Diagnostics/@33.680321299999996,-84.4269497,14z/data=!4m8!1m2!2m1!1sWellstar+Cardiac+Diagnostics!3m4!1s0x88f503fe1e4cf259:0x9e9e7b3b01d55a44!8m2!3d33.680321299999996!4d-84.4269497",True
Georgia Pulmonary Group - Lawrenceville,Lawrenceville,GA,"500 Medical Center Blvd # 160, Lawrenceville, GA 30046",7702372480,https://www.northside.com/locations/lawrenceville-georgia-pulmonary-group,2.9,13,Medical clinic,"Medical clinic, Pulmonologist",33.962749699999996,-84.0152052,30046,outscraper,,,ChIJTyKJAoC-9YgRDTK9dffXAPg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFc80ttN3mFNLgDMp6E1yaLkD_aPospl3_aYPL5GO9Ngm4ANCA3fi6cBc6CcZNl6h8hFGl3SSQQ2dVPBYCff-0vsGdsDbahf7Piy_TY0ya2AoB8FrnM_KUEOmvZdvrViy1lS2E=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJTyKJAoC-9YgRDTK9dffXAPg&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Georgia+Pulmonary+Group+-+Lawrenceville/@33.962749699999996,-84.0152052,14z/data=!4m8!1m2!2m1!1sGeorgia+Pulmonary+Group+-+Lawrenceville!3m4!1s0x88f5be800289224f:0xf800d7f775bd320d!8m2!3d33.962749699999996!4d-84.0152052",True
Children's Mercy Hospital: Department of Cardiology,Kansas City,MO,"2401 Gillham Rd, Kansas City, MO 64108",8162343255,https://www.childrensmercy.org/departments-and-clinics/heart-center/,3.4,5,Medical clinic,"Medical clinic, Pediatric cardiologist",39.0841316,-94.57719089999999,64108,outscraper,,,ChIJ9zZsZRPwwIcRDd0VdsBzrQg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZVxnKkndAIxzlHpgNNfa6A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=75.86435&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJ9zZsZRPwwIcRDd0VdsBzrQg&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Children%27s+Mercy+Hospital%3A+Department+of+Cardiology/@39.0841316,-94.57719089999999,14z/data=!4m8!1m2!2m1!1sChildren%27s+Mercy+Hospital%3A+Department+of+Cardiology!3m4!1s0x87c0f013656c36f7:0x8ad73c07615dd0d!8m2!3d39.0841316!4d-94.57719089999999",True
